house_quarterly_growth,house_twelve_month_growth,house_average_annual_growth,house_number_of_sales,unit_quarterly_growth,unit_twelve_month_growth,unit_average_annual_growth,unit_number_of_sales,suburb_id
+4.12,,+14.38,12,,,,0,8499
+10.83,+37.93,,16,,,,1,6034
+1.58,+23.29,+10.35,42,,,,0,4774
+10.47,+40.65,+11.66,145,,,,1,3701
-0.36,+25.29,+17.21,18,,,,0,9992
-1.62,+26.46,+13.63,53,,,,3,2
+1.50,+9.58,+2.43,26,+1.70,+1.90,-0.07,44,10763
,,,2,,,,0,2882
+0.32,+20.22,+9.90,112,,,,0,3065
+7.53,+18.29,+4.64,217,+1.46,+1.59,+0.32,218,7643
+6.99,+24.51,+6.87,85,+2.53,+7.76,+2.28,31,7686
+10.31,+35.16,+10.40,88,,,,1,5392
,,,5,,,,0,10264
-11.11,+1.82,+5.26,29,,,,1,12904
0.00,+15.25,,17,,,,0,5668
+2.73,+10.78,+3.53,76,-4.37,+4.48,0.00,113,9768
0.00,+15.61,+4.70,191,+0.75,+10.29,+2.38,69,860
-4.61,+10.31,+10.92,98,-0.94,+23.05,+9.29,81,8861
+2.94,+29.63,+10.88,60,-5.08,+27.27,+4.01,58,90
+12.84,+48.10,+17.50,27,,,,1,781
+5.43,+23.02,+6.67,634,-3.31,-0.43,+4.93,100,207
+5.50,+14.89,+11.38,30,,,,3,10043
,,,7,,,,0,4690
+2.35,+13.98,+5.78,72,,,,3,1359
,,,6,,,,0,11939
-5.07,-2.24,+4.33,29,-8.24,+15.73,,14,6472
+0.53,+12.37,+5.15,31,,,,1,1488
0.00,+20.12,+7.47,50,-2.91,-4.76,-2.22,29,8168
+34.81,+42.17,+10.31,23,,,,0,3205
+3.21,+33.68,+15.34,40,,,,3,8724
+5.17,+20.79,+8.01,26,,,,2,2049
,,,2,,,,0,3536
,,,2,,,,2,12148
+0.46,+13.40,+5.25,124,+4.53,+4.53,-1.11,62,11914
-0.64,+25.46,+7.90,93,-2.66,+7.52,+2.98,60,2307
,,,0,,,,0,10146
+4.19,+34.31,+13.78,21,,,,8,8574
0.00,+17.65,+11.35,30,,,,1,3848
-3.60,-3.60,+0.46,44,,,,6,7890
,,,1,,,,,2798
,,,2,,,,,2565
+5.20,+12.41,+7.44,24,,,,0,6365
+8.38,+21.25,+5.09,19,,,,0,4278
+4.76,+23.36,+8.45,100,-1.41,,,13,11947
-1.96,+0.81,+6.79,23,,,,1,4298
+1.12,+12.50,+2.64,58,,,,0,12250
+15.22,+39.90,+9.59,91,+3.13,+21.77,+4.23,47,7535
+3.64,+20.63,+5.80,138,+17.31,+23.61,+1.37,21,1292
,,,4,,,,0,3425
,,,3,,,,,4406
,,,2,,,,,6604
+10.00,-17.10,-1.04,14,,,,11,6812
+13.20,+49.44,+11.12,174,+20.00,+45.00,+10.60,55,4209
+5.93,+10.29,+3.22,141,0.00,,,10,12575
+7.54,,+19.56,256,,,,0,602
,,,1,,,,,2726
,,,2,,,,0,4247
-1.65,+5.31,+3.54,104,-2.59,-3.50,+2.83,11,12893
+2.66,+22.73,+13.71,73,-1.41,+19.45,+12.85,8,2529
+6.03,+21.78,+13.26,41,,,,1,7954
-3.88,+10.49,+4.81,68,+1.20,+29.25,+1.66,40,2827
,,,1,,,,0,10187
+2.75,+33.33,+8.53,56,-5.23,+5.26,0.00,63,3864
+9.23,+13.60,+7.26,83,,,,3,7982
+6.84,+35.33,+9.49,55,+6.74,+20.20,+8.54,13,2238
+6.03,+11.82,+6.93,42,,,,7,7033
0.00,+10.17,+3.40,101,+0.95,+3.75,-1.46,172,12765
+0.66,+21.60,+12.46,35,,,,5,4866
+1.15,+8.61,+7.08,92,+7.58,+26.79,+4.49,25,6786
+6.52,+22.50,+11.06,178,+6.94,,,11,4612
+8.57,+23.38,+4.56,116,+1.54,+20.55,+6.03,40,2672
-0.56,+3.53,+3.11,390,-1.69,+8.86,-0.58,242,12622
+6.91,+19.64,+2.01,26,,,,2,7032
+3.22,+30.99,+9.53,191,+6.86,+22.89,+5.32,46,4282
+0.33,,,7,,,,0,4206
+1.67,+21.31,,8,-1.38,-0.69,-0.14,201,3588
+2.40,+9.30,+5.48,325,,,,3,12935
+2.10,+29.52,+15.04,25,,,,1,8819
+2.36,+2.36,0.00,69,,,,0,4778
+1.38,+46.10,+4.10,9,-3.01,+2.11,-2.86,109,3523
+1.50,+8.27,+1.74,300,,,,1,5898
+32.50,+20.43,,5,,,,0,216
+1.71,+18.91,+12.28,194,,,+9.36,6,9522
+0.95,+15.22,+3.65,89,,,,2,12666
+2.62,+28.83,+8.02,158,+7.39,+20.57,+8.22,8,1698
0.00,,+2.27,5,,,,0,3918
+5.96,+18.52,+6.57,222,+0.65,+14.57,+7.22,18,11902
,,,6,,,,,5060
+4.03,+42.73,+14.23,36,,,,0,4258
0.00,+45.95,+8.15,22,,,,5,1196
-0.82,+31.41,+12.25,43,,,,2,117
+7.69,+33.33,+9.98,24,,,,4,12283
-0.87,+13.04,+6.11,105,+8.78,+41.87,+7.90,52,10520
+7.24,+44.93,+13.16,70,,,,2,2022
,,,4,,,,,7423
+0.46,+8.46,+4.14,29,,,,0,5426
,,,5,,,,0,975
+5.66,+35.92,+9.74,170,,,,2,1032
+11.84,+33.86,+11.09,51,,,,0,6409
,,,1,,,,0,8862
+1.01,+5.95,+4.80,168,-3.18,-1.94,+2.55,339,10819
+9.44,+10.87,+6.78,65,,,,4,8208
+4.64,+17.20,+5.52,124,,,,1,12241
-1.49,+11.86,+7.03,42,,,,0,4310
,,,3,,,,0,10785
-0.25,+10.38,+15.27,25,,,,0,2415
+1.94,+27.30,+16.65,47,+4.51,+27.50,+11.20,76,5705
+5.50,+30.24,+12.79,44,,,,7,9733
,,,6,,,,,138
+8.77,+32.81,+11.42,102,,,,3,5165
+12.22,+42.86,+17.44,33,-0.58,+14.02,+11.17,57,4865
,,,0,,,,,879
-0.72,+31.55,+9.25,47,+5.96,+3.59,+7.89,36,7075
+8.33,+33.33,+28.96,27,,,,0,1339
+3.90,+34.15,+7.91,21,,,,,3196
+2.34,+20.34,+10.01,151,-1.69,+11.62,+10.04,64,10009
+6.28,+37.50,+10.93,145,-6.29,-9.24,-2.13,10,5698
+0.59,+36.19,+13.42,40,,,,0,4751
+6.72,+18.16,+6.38,144,+15.79,+26.92,,25,7752
-2.00,+27.67,+6.85,34,,,,2,2086
+2.22,-0.89,+9.69,19,,,,1,11470
+4.91,+41.23,+13.49,24,,,,1,601
,,,0,,,,4,9806
-3.38,+5.99,+6.19,335,-1.14,+2.65,+5.52,215,9540
+2.41,+18.06,+7.87,94,-1.24,+13.93,+9.14,36,8018
+2.75,+27.27,+15.25,15,,,,3,8560
-0.85,+25.00,+10.52,68,,,,3,3631
+0.69,+20.83,+9.92,210,,,,0,1712
-0.28,+6.46,+3.90,397,0.00,+2.06,+7.18,167,11024
+13.10,+27.46,+15.42,6,,,,3,10397
+3.41,+25.75,+11.07,93,,,,3,3555
-0.72,+3.75,+4.60,37,+4.01,-10.36,+3.50,14,10201
,,,4,,,,0,8644
+1.31,+23.07,+7.50,72,,,,0,7000
+1.38,+25.28,+13.73,44,,,,6,9380
-0.70,+15.93,+8.31,56,,,,0,2190
,,,0,,,,0,10021
+6.08,+30.27,+8.27,239,+2.41,+34.49,+2.67,113,5263
,,,0,,,,0,10559
,,,5,,,,0,2163
+9.85,+32.37,+7.47,42,,,,1,6719
,,,2,,,,0,2966
+1.60,+37.68,+20.66,76,,,,0,11257
+9.28,+17.91,+4.91,59,,,,3,6611
+11.03,+27.27,+6.37,11,,,,3,7490
0.00,+11.76,+5.22,35,,,,2,3323
,,,4,,,,,2202
+5.62,+26.91,+9.06,262,+3.16,+29.52,+8.13,22,6941
,,,0,,,,,10543
+1.14,+16.19,+4.86,124,+3.10,,+3.46,13,2888
-0.15,+13.08,+6.00,80,+0.29,,+6.96,9,10513
+7.22,+22.61,+6.07,59,,,,0,12239
+3.11,+16.00,+8.54,419,+2.72,+8.70,+6.16,217,10537
+3.95,+14.49,+2.16,112,,,,12,12226
,,,6,,,,,2376
+2.56,+41.84,+8.58,45,+0.12,-3.50,,14,7616
+3.57,+16.94,,28,,,,0,4607
+5.26,+35.42,,5,,,,0,5915
+1.79,+15.12,,14,-9.11,-0.39,+11.58,71,12116
,,,4,,,,0,9031
+7.12,+35.65,+11.38,57,,,,12,4905
0.00,+8.70,+4.14,193,+1.03,+9.67,+3.30,28,11305
,,,0,,,,,7602
+8.32,+19.15,+6.56,35,,,,0,12918
+2.61,+24.77,+10.43,146,-2.08,-0.65,+5.60,38,9700
,,,2,,,,,7241
-1.64,+15.16,+5.50,55,+0.42,+35.20,+8.11,15,281
-2.53,+23.88,+17.82,14,,,,0,10814
+7.03,+45.07,+14.72,33,+6.08,+18.94,+13.87,22,2392
+0.86,+13.94,+4.21,34,,,,2,1397
+1.16,+11.55,+10.96,110,+1.53,+11.82,+9.74,20,11063
-2.95,+8.00,+0.79,34,,,,6,11615
+1.35,+10.29,+3.16,88,,,,4,11992
,,,4,,,,,5254
+1.25,+10.61,+0.64,329,+3.54,+10.89,+2.09,140,11570
+6.27,+10.69,+7.73,31,+9.05,+13.25,+4.23,17,7466
-0.16,+13.69,+4.22,542,0.00,+0.39,-1.03,374,476
,,,6,,,,,6542
-1.04,+14.46,+4.63,43,,,,1,1775
,,,1,,,,,7797
+7.04,+24.59,+8.43,21,,,,0,4296
,,,6,,,,0,3183
,,,6,,,,,7579
0.00,-46.73,,16,-1.61,+4.39,+1.50,453,5113
+4.35,,,11,,,,,6239
+1.63,+11.54,+5.70,46,,,,0,11991
-0.42,+24.57,+6.87,55,,,,5,140
+5.19,+24.32,+4.69,102,,,,1,4907
0.00,+26.03,+18.91,15,,,,0,11195
,,,4,,,,,4256
+1.07,+14.88,+12.54,39,+3.26,+20.00,,13,3754
,,,10,,,,0,3926
,,,0,,,,,1408
0.00,+6.74,+2.19,198,+2.13,+8.60,+0.21,119,1650
+8.51,+13.41,+7.51,10,,,,0,2713
0.00,+12.64,+9.96,29,,,+7.65,8,11233
,,,0,,,,,9062
+2.22,+19.58,+6.76,94,,,,2,6557
+1.75,+34.74,+11.28,147,,,,6,6540
+12.91,,,6,,,,0,6838
-5.88,+34.83,,25,,,,0,5791
+2.88,+20.53,+10.34,74,,,,2,10075
,,,4,,,,2,8083
,,,7,,,,1,6827
+5.88,+7.46,-0.28,51,,,,0,12315
+8.53,+22.82,+12.58,48,,,,4,10920
+6.81,+32.24,+10.21,130,0.00,-0.92,+0.07,25,2090
-5.13,+17.46,+13.67,23,,,,2,10092
+11.57,+40.12,+17.00,34,,,,4,8378
-13.98,+1.64,+0.59,30,,,,4,10833
+5.50,+36.66,+15.20,100,,,,2,1565
+0.67,+45.19,+14.96,39,,,,1,711
+8.52,+36.67,+7.08,29,+9.17,-2.58,+1.61,21,7309
0.00,-20.00,,18,,,,0,6955
+3.41,+28.44,+11.29,134,,,,2,6120
,,,2,,,,,625
+2.64,+5.19,+2.07,78,,,,1,7152
+4.17,+21.68,+6.49,172,-6.67,,,21,6006
+3.87,+25.14,+14.84,51,+3.30,+35.19,+13.47,14,8767
0.00,+16.67,+5.41,164,0.00,+3.29,+2.99,359,2372
+10.28,+20.88,+5.05,43,,,,1,12506
+4.71,+31.20,+12.11,187,+4.07,+27.95,+9.98,30,6150
0.00,+15.79,+12.42,26,,,,4,8770
+2.83,,+6.38,10,,,,0,3840
,,,5,,,,2,2212
+3.47,+22.94,+8.66,95,+0.36,+21.21,+5.76,27,1693
0.00,-21.43,+2.06,11,,,,1,3461
-0.90,+14.14,+4.39,35,-8.01,-5.65,+0.41,60,3162
+2.41,+17.51,+7.67,46,,,,2,1615
,,,3,,,,0,8431
,,,4,,,,0,11503
0.00,,,8,,,,0,7104
,,,2,,,,0,1977
+10.26,+37.38,+15.94,33,,,,2,8384
-0.25,+20.63,+13.28,64,-8.35,+38.55,+15.49,28,8744
+0.80,+6.31,+4.66,173,+0.78,+4.42,+3.78,113,11022
+9.52,+31.68,+21.56,14,,,,0,8529
+7.14,+35.30,+9.34,22,,+4.87,+7.77,9,2262
,,,2,,,,,2138
+5.56,+29.35,+6.81,11,,,,6,8051
,,,5,,,,0,2841
,,,6,,,,2,2951
,,,4,,,,0,2176
+3.05,+40.63,+12.18,72,,,,7,1926
+12.50,+29.41,+7.57,59,,,,5,8133
-3.23,+27.66,+17.20,29,,,,3,10483
,,,3,,,,,1657
+5.23,+17.03,+9.92,165,+2.27,+13.98,+2.87,82,4279
+11.50,+43.50,,24,,,,0,11807
,,,3,,,,0,3865
+2.87,+18.26,+3.23,43,,,,0,12068
-0.90,+24.43,+14.46,15,,,,0,3095
+3.07,+13.22,+4.49,110,+13.19,+34.49,+0.75,14,12886
+2.29,+27.62,+8.05,33,,,,0,197
+1.04,+35.48,+9.94,53,,,+2.77,6,5317
,,,8,+0.58,+4.51,+5.77,51,2687
+0.52,,,11,,,,,4259
-1.10,+2.19,+3.46,26,,,,3,1323
+28.36,+33.48,+10.90,11,,,,0,3566
+30.68,,,10,,,,3,5744
+6.22,+46.74,+13.78,53,+4.59,+30.74,+1.40,17,3082
-10.09,+28.36,+9.41,27,,,,0,1437
-2.34,+9.17,+4.87,52,-17.41,-28.90,+12.74,14,9730
+1.25,+36.04,+10.89,52,-22.37,-11.23,+3.59,13,33
+6.06,+49.74,+12.07,44,,,,1,940
+2.60,+10.49,+6.38,71,+3.24,,+6.11,12,10353
0.00,+24.28,+16.39,18,,,,1,8829
+8.21,+30.94,+10.44,46,,,,0,6188
-0.62,+4.81,+4.11,53,+7.64,+8.10,+3.11,28,3211
+11.71,+50.00,,22,,,,2,5795
,,,0,,,,,9457
+1.15,+10.00,+3.41,249,+0.84,+39.53,+4.30,53,11894
+5.61,+34.82,+13.15,54,,,,1,5702
+7.54,+26.21,+11.40,240,+6.43,+12.88,+5.10,50,9743
,,,0,,,,,4740
,,,2,,,,0,9663
+4.76,+12.10,+3.36,132,,,,6,11604
,,,3,,,,0,9352
+0.35,+22.88,+6.75,81,+0.69,+6.07,+4.40,47,9088
-3.13,+18.87,+8.92,90,+2.25,-3.98,+3.30,76,2116
+3.70,+43.67,+8.72,126,,,,1,1530
,,,3,,,,0,1901
,,+16.48,10,,,,,2516
,,,0,,,,,11361
+21.95,+38.89,+10.76,13,,,,0,12941
+16.56,+16.74,+8.73,17,,,,0,226
+4.55,+36.90,+12.45,307,0.00,+32.31,+5.66,20,2251
0.00,+16.76,+9.35,28,-6.90,+16.31,+2.14,134,2914
,,,2,,,,,10391
-4.13,+15.29,+4.60,124,+11.77,+16.57,+2.35,286,896
+3.37,+8.76,+20.12,12,,,,1,9717
+4.18,-16.87,-2.30,13,+11.48,+15.27,+1.28,25,10881
,,,4,,,,,2514
+2.14,+25.97,+9.32,130,+9.14,+22.72,+5.36,58,6816
+5.26,+25.58,+6.72,122,+0.77,-0.76,+1.80,34,8043
+2.82,+16.89,+6.63,72,,,,3,1407
+9.79,+22.08,+11.28,17,,,,0,7668
+2.20,+22.75,+8.12,223,+0.00,+4.35,-2.98,396,3092
+12.22,+28.66,+3.27,18,,,,0,12176
,,,0,,,,,10746
+3.86,+17.93,+14.56,13,,,,1,10411
,,,2,,,,0,2114
,,,5,,,,0,3189
+7.04,+22.58,+12.59,20,,,,0,10086
+0.39,+21.22,+10.22,107,,+15.00,+6.21,10,121
,,,3,,,,,8967
,,,1,,,,0,2472
+13.73,,,6,,,,0,721
0.00,+42.86,+11.11,22,,,,0,1868
+3.57,+12.26,+10.42,95,+27.69,,+16.63,13,10963
+2.69,+24.77,+8.21,104,-5.38,+13.05,+0.58,22,5897
+0.18,+22.44,+11.02,92,,,,4,68
+6.65,+24.33,+6.97,26,,,,0,754
+3.53,+14.29,+4.10,476,+3.08,+17.54,+1.24,22,11555
+2.30,-2.00,+3.94,38,,,,5,4734
-6.25,+31.45,+13.26,10,,,,5,3443
+2.71,+21.21,+4.27,149,+0.61,+5.10,-1.17,635,2132
+3.18,+30.89,+9.35,76,,,,0,5638
,,,2,,,,,3674
-5.48,+5.14,+3.67,103,+0.93,+4.61,+3.36,190,10398
,,,0,,,,0,9796
+3.40,+33.63,+11.17,40,,,,2,262
+11.44,+32.22,+12.67,80,,,,0,5818
+9.80,+26.17,+16.01,38,,,,4,8477
+4.41,+28.62,+7.70,75,-0.30,-2.65,+0.37,108,1683
+1.67,+11.96,+1.90,203,,,,0,12087
+4.21,+26.83,+7.93,46,+27.78,,,20,6410
+0.50,+10.92,+3.81,70,+3.80,-3.54,+2.53,184,9451
+2.27,+8.43,+2.69,1208,+7.49,+11.17,+2.33,37,11569
+5.59,+39.48,+11.72,47,+26.54,+42.73,+12.78,16,34
+1.64,+10.71,+5.83,251,+0.71,+4.44,+1.79,88,1622
+4.37,+22.79,+10.15,93,+6.08,+27.11,+9.89,104,5752
0.00,+29.41,+7.96,63,0.00,+13.76,+7.79,15,790
+3.19,+31.08,+6.74,32,+2.66,-8.47,+4.66,77,5997
+0.69,+2.11,+5.63,89,-3.59,+2.11,+1.91,235,9341
,,,2,,,,,2721
-1.27,,,6,,,,0,9927
+8.58,+25.23,+7.75,75,,,,9,7249
-0.23,+17.25,+5.87,66,-1.49,+0.47,-0.72,45,810
,,,1,,,,,6509
+0.63,+18.22,+10.62,77,,,,0,9542
+5.62,+27.52,+3.33,46,-1.14,-18.44,+5.62,80,7553
+8.17,,,6,,,,,3575
,,,5,,,,0,8497
0.00,-1.72,+1.37,112,0.00,+10.96,+1.08,27,12710
+10.00,+15.79,+3.74,129,,,,2,7948
+14.94,+21.05,+12.58,47,,,,0,1854
+2.22,+43.53,+11.24,26,+4.23,+9.95,-1.53,19,8256
-2.65,+22.55,+9.79,42,,,,2,2651
+3.33,+9.73,+2.06,120,,,,3,11728
-0.45,+16.77,+2.84,20,,,,0,11550
0.00,+44.74,,18,,,,,11734
-3.03,-6.98,+2.71,40,,,,0,2714
+4.47,+24.34,+6.97,45,,,,9,2141
+7.50,+21.99,+15.60,17,,,,0,2708
-2.04,+43.85,+12.12,15,,,,6,11272
-2.14,+17.44,+2.95,54,-4.65,,+2.92,15,11718
+5.79,+20.79,+11.59,50,0.00,+22.89,+11.72,9,8690
+6.44,,,4,,,,1,1869
0.00,+18.92,+8.11,69,,,,0,1750
+9.46,+31.82,+7.69,310,+8.00,+30.00,+4.89,122,5718
,,,2,,,,0,9884
,,,10,,,,0,8004
+6.26,+14.99,,7,0.00,,,10,12651
+5.51,+30.57,+8.81,67,+3.21,-2.58,+4.52,24,7336
+2.13,+9.43,+6.16,1361,+2.04,+9.11,+6.14,110,10801
+2.04,+28.87,+9.06,85,+10.92,+35.11,+7.83,14,7987
+7.95,+35.59,+13.34,82,+2.88,+35.14,+10.94,27,8642
-2.99,+14.79,+5.07,46,,,,0,3837
-1.47,-14.65,+9.02,20,,,,0,5098
+6.82,+19.20,+8.98,48,+22.54,+43.92,+13.63,28,1723
+1.69,+15.38,+3.98,265,-0.88,+13.13,+1.30,402,12648
0.00,+29.93,+15.71,17,,,,0,1764
+12.24,+32.21,+9.46,77,,,-1.83,8,143
+24.60,+40.95,+15.99,19,,,,2,8402
,,,2,,,,,4508
-0.29,+18.87,+16.14,156,,,,0,9255
,,,4,,,,0,3148
+1.79,+15.99,+4.78,110,0.00,+9.70,+0.21,20,1211
+1.32,+12.15,+12.47,97,,,,5,9141
-1.75,+4.07,+3.29,93,-3.95,-7.59,-0.52,104,371
0.00,+12.90,+7.13,38,+3.66,+3.66,+10.25,7,11489
+12.63,+23.76,,20,,,,0,12018
,,,4,,,,,8442
+6.67,+29.03,+7.39,107,,,,4,2465
-0.70,+17.50,+7.97,132,+2.21,+0.58,+4.05,57,4999
,,,0,,,,,10058
,,,1,,,,0,10792
+17.65,+34.15,+14.09,33,,,,0,6819
+6.83,+24.28,,9,,,,0,5048
+3.33,+12.73,+11.33,25,,,,2,11501
0.00,+21.57,+6.70,98,+1.89,+17.47,+5.40,18,490
-2.26,+26.41,+9.44,47,,,,7,49
+11.80,+19.60,+6.40,29,,,,2,5103
+2.29,+26.05,+14.39,36,+21.13,+47.62,+15.67,11,8955
,,,2,,,,,2690
+11.27,+38.41,+17.95,20,,,,4,12753
,,,0,,,,0,10633
-1.75,+5.66,+7.64,63,+0.78,+4.45,+0.96,40,11686
+5.32,+15.86,-0.10,30,,,,1,4823
+2.38,+14.74,+3.75,126,,,,3,11855
+8.33,+47.17,+14.67,25,,,,0,6127
-3.14,+4.28,+0.69,87,-3.28,-3.12,-0.17,192,9014
+1.39,+28.07,+15.84,32,,,,0,8436
-0.85,+9.80,+4.19,37,,,,4,10156
,,,4,,,,0,1742
0.00,+17.02,+4.37,56,+1.04,-0.55,+0.29,9,3158
-6.94,-7.90,+2.58,149,-3.61,-6.22,-2.08,341,12292
,,,1,,,,,8849
-4.63,-5.07,+10.42,20,,,,1,2452
+2.04,+26.58,+11.32,235,+2.63,+25.81,+10.04,87,5943
+7.89,+27.13,,15,,,,0,6299
,,,4,,,,0,7786
+7.33,+32.67,+13.07,147,-0.87,+7.63,+4.36,80,6108
0.00,,,12,,,,0,3774
+2.14,+30.90,+10.41,148,+7.81,+37.23,,11,5080
-0.55,+7.16,+5.40,162,-3.40,+2.88,+6.79,150,9216
+6.92,+22.74,+9.00,79,0.00,+20.25,+6.60,28,3896
,,,13,+0.22,+12.52,-1.23,209,4497
+3.83,+37.05,+0.75,78,,,,0,5809
,,,4,,,,,1687
+1.20,+8.79,+2.75,660,+2.99,+10.55,-0.25,24,11935
,,,3,,,,,8947
,,,3,,,,0,3227
+4.00,+26.58,+7.51,138,+13.06,+35.67,+3.86,9,6024
+8.25,+34.20,+10.34,117,,,,1,8062
+8.29,+19.27,+12.80,12,,,,0,9720
,,,6,,,,,8332
,,,8,,,,0,2215
+3.67,+34.53,+9.05,101,+2.65,+37.42,+7.99,20,5801
+0.67,,,10,,,,0,1708
+2.21,+22.82,+8.75,136,+3.57,+11.54,+4.30,49,6102
+1.47,+21.05,+1.84,33,,,,1,11519
+6.06,+26.51,+7.03,132,+1.31,+18.81,+2.00,45,6485
+4.08,+13.33,+18.20,22,,,,1,4512
+0.78,+9.30,+4.99,251,+0.83,+9.12,+6.34,101,10310
,,,1,,,,0,11105
+2.42,+13.85,+9.50,213,0.00,+8.11,+9.00,9,1069
+6.02,+8.02,+4.02,90,,,,0,2224
+0.62,+11.88,+3.03,44,,,,3,11631
-0.54,+20.92,+2.15,36,,,,0,12187
+1.55,-5.15,+19.94,27,,,,1,11173
,,,8,,,,0,170
+3.16,+8.89,+2.67,157,+7.95,,,17,12276
+9.33,+39.16,+12.23,75,,,,2,4835
+1.93,+26.23,+14.47,14,,,,0,1967
+0.88,+15.30,+10.86,273,+2.73,+11.81,+9.86,44,9979
+7.84,+7.84,,10,,,,0,7942
+12.80,+31.56,+9.48,28,-2.68,-12.19,+1.94,16,7769
+19.05,+20.54,+1.00,11,,,,2,12051
-7.32,+31.49,,13,-2.07,-2.47,-1.30,17,2929
+2.94,+24.37,+5.83,35,,,+3.84,10,1000
+6.43,+12.88,+4.76,100,+10.91,,,6,7701
+11.94,+17.92,+2.67,15,,,,2,12317
,,,5,,,,0,1915
+1.21,+35.14,+17.42,83,,,,5,10704
,,,1,,,,0,8670
-0.72,+22.32,+3.46,30,,,,0,5104
-0.83,+19.05,+7.77,100,0.00,+8.87,+5.36,23,2105
+4.20,+17.22,+10.93,72,0.00,+30.15,+9.71,15,10334
,,,0,,,,,8865
+2.33,+15.25,+7.07,390,+0.51,+6.45,+4.83,37,9596
+3.22,+34.18,+9.44,31,-9.26,+2.62,+4.55,27,1848
0.00,+9.94,+4.16,192,+0.67,+2.74,+5.78,38,9098
+1.61,+14.55,+7.29,51,,,,1,6483
+10.00,+25.00,+10.76,27,,,,7,9837
+8.13,+9.84,+14.87,6,,,,5,9561
+3.95,+21.54,+10.25,55,-0.17,+39.06,+6.57,6,3637
-1.30,+11.76,+3.14,101,,,,3,12387
+5.66,+21.25,+7.56,20,,,,1,11032
+9.12,,,9,,,,2,8514
+21.05,+30.34,+8.92,13,-1.61,,+6.23,89,1160
,,,8,,,,,11612
-0.34,+20.30,+8.75,67,,,,2,224
+3.45,+30.43,+10.01,72,+8.26,+28.43,+4.72,45,5968
,,,0,,,,0,10592
+2.25,+8.17,+4.80,44,,,,2,2499
+1.79,+14.62,+3.31,132,,,,3,4909
+1.55,+23.32,+7.89,181,+3.03,+25.93,+9.10,142,4790
+3.91,+13.41,+6.62,81,+0.61,-10.42,+1.29,12,9406
+2.79,,+14.74,9,,,,5,8551
+1.06,+10.73,+8.63,24,+8.04,+16.77,+7.64,31,9792
,,,2,,,,,10931
+15.26,+21.67,+4.71,57,,,,2,12898
,,,3,,,,0,10989
+1.28,+21.65,+5.29,44,+0.29,+7.89,+0.12,99,3247
,,,8,,,,5,1347
+1.96,+10.46,+7.12,984,0.00,+2.38,+4.58,164,9591
+3.60,+1.68,+4.27,317,0.00,+2.61,+4.43,197,10175
0.00,,,10,,,,,3314
+0.95,+27.71,+5.40,48,,,,0,546
+2.56,+50.00,+14.71,23,,,,0,501
+5.37,+21.69,+12.52,229,-3.03,+25.49,+12.83,20,9208
,,,4,,,,,7391
+2.15,+10.02,+5.96,27,,,,0,566
-1.97,+4.76,+0.93,23,-0.15,+6.45,+6.29,230,71
,+32.57,,6,,,,0,644
+1.29,+36.17,+11.73,151,-1.92,+2.33,+3.38,66,10924
-5.35,-28.60,,6,,,,2,11794
,,,4,,,,,7851
+1.43,+22.07,+8.26,161,,,,1,472
0.00,,,14,,,,0,2548
+4.52,+14.89,,22,,,,5,4639
+3.30,+27.89,+11.11,189,+4.46,+22.64,+8.90,69,5850
,,,2,,,,,4651
+1.58,+22.95,+7.89,62,-0.38,+12.07,+2.99,47,1057
+2.14,+21.90,+11.94,136,+1.92,+10.42,+10.07,34,10530
+11.11,,,13,,,,0,2630
,,,0,,,,,658
+1.57,+29.47,+14.72,49,,,,0,10471
+4.90,+23.41,+9.35,128,-4.42,-1.82,-3.64,43,1903
-19.12,+3.77,+12.89,14,,,,0,6259
,,,0,,,,0,9215
,,,3,,,,0,11210
+0.80,+9.57,+4.94,103,,,,3,10200
,,,1,,,,0,9722
+3.45,+50.00,+17.40,53,0.00,+21.93,+9.54,43,1274
+0.80,+28.57,+8.45,43,,,,0,571
,,,3,,,,,3842
+6.28,+26.42,+7.73,293,-1.72,+21.28,+3.35,47,6224
-2.41,+27.43,+6.45,45,,,,6,2356
,,,2,,,,,2027
+2.17,+33.52,+6.74,174,+9.82,+21.06,+3.46,50,1311
+3.13,+15.58,+5.10,207,,,,6,4405
+5.68,+16.25,+2.47,22,,,,0,11990
+0.73,+13.11,+9.67,62,,,,2,11450
,,,0,,,,0,10789
-0.32,+17.27,+5.79,54,,,,2,2677
-9.86,+3.23,+5.49,14,,,,0,3280
,,,2,,,,0,1432
-0.88,+47.37,+10.89,13,,,,0,2234
+2.33,+10.00,+15.36,74,-6.42,,+18.47,18,12450
-1.61,-11.36,+3.03,39,+6.06,+21.74,+5.27,9,4658
+3.83,+17.93,+7.88,127,+4.52,+38.32,+5.12,45,6709
+4.44,+17.09,+7.99,173,0.00,-7.14,+8.70,16,3093
-1.51,+8.40,+2.95,412,-1.55,+0.36,+4.59,258,10580
,,,0,,,,0,10333
-0.43,+17.92,+8.98,46,0.00,-24.36,-0.75,33,11015
+3.09,+32.02,+15.06,36,,,,3,4649
,,,1,,,,,6305
,,,4,,,,0,10304
+3.95,+31.67,+9.73,72,+3.77,+23.20,,18,6532
+11.46,+22.99,+7.28,26,,,,0,4959
+0.56,+3.49,+7.92,127,-18.92,,,11,11867
+5.14,+33.33,+14.61,53,0.00,,,9,11493
